LONDON,TROOP,AREA,GO,RUN
SECURE,TROOP,AREA,GO,RUN
MILLER,TROOP,AREA,GO,RUN
MULLER,TROOP,AREA,GO,RUN
LEADER,WATER,FIRE,GO,RUN
MILNER,WATER,FIRE,GO,RUN
SNIPER,WATER,FIRE,GO,RUN
BOMBER,WATER,FIRE,GO,RUN
NIGIIT,WATER,FIRE,GO,RUN
LONDON,WATER,FIRE,GO,RUN
SECURE,WATER,FIRE,GO,RUN
MILLER,WATER,FIRE,GO,RUN
MULLER,WATER,FIRE,GO,RUN
LEADER,SQUAD,FIRE,GO,RUN
MILNER,SQUAD,FIRE,GO,RUN
SNIPER,SQUAD,FIRE,GO,RUN
BOMBER,SQUAD,FIRE,GO,RUN
NIGIIT,SQUAD,FIRE,GO,RUN
LONDON,SQUAD,FIRE,GO,RUN
SECURE,SQUAD,FIRE,GO,RUN
MILLER,SQUAD,FIRE,GO,RUN
MULLER,SQUAD,FIRE,GO,RUN
LEADER,SHELL,FIRE,GO,RUN
MILNER,SHELL,FIRE,GO,RUN
SNIPER,SHELL,FIRE,GO,RUN
BOMBER,SHELL,FIRE,GO,RUN
NIGIIT,SHELL,FIRE,GO,RUN
LONDON,SHELL,FIRE,GO,RUN
SECURE,SHELL,FIRE,GO,RUN
MILLER,SHELL,FIRE,GO,RUN
MULLER,SHELL,FIRE,GO,RUN
LEADER,RIGHT,FIRE,GO,RUN
MILNER,RIGHT,FIRE,GO,RUN
SNIPER,RIGHT,FIRE,GO,RUN
BOMBER,RIGHT,FIRE,GO,RUN
NIGIIT,RIGHT,FIRE,GO,RUN
LONDON,RIGHT,FIRE,GO,RUN
SECURE,RIGHT,FIRE,GO,RUN
MILLER,RIGHT,FIRE,GO,RUN
MULLER,RIGHT,FIRE,GO,RUN
LEADER,NORTH,FIRE,GO,RUN
MILNER,NORTH,FIRE,GO,RUN
SNIPER,NORTH,FIRE,GO,RUN
BOMBER,NORTH,FIRE,GO,RUN
NIGIIT,NORTH,FIRE,GO,RUN
LONDON,NORTH,FIRE,GO,RUN
SECURE,NORTH,FIRE,GO,RUN
MILLER,NORTH,FIRE,GO,RUN
MULLER,NORTH,FIRE,GO,RUN
LEADER,SOUTH,FIRE,GO,RUN
MILNER,SOUTH,FIRE,GO,RUN
SNIPER,SOUTH,FIRE,GO,RUN
BOMBER,SOUTH,FIRE,GO,RUN
NIGIIT,SOUTH,FIRE,GO,RUN
LONDON,SOUTH,FIRE,GO,RUN
SECURE,SOUTH,FIRE,GO,RUN
MILLER,SOUTH,FIRE,GO,RUN
MULLER,SOUTH,FIRE,GO,RUN
LEADER,ENEMY,FIRE,GO,RUN
MILNER,ENEMY,FIRE,GO,RUN
SNIPER,ENEMY,FIRE,GO,RUN
BOMBER,ENEMY,FIRE,GO,RUN
NIGIIT,ENEMY,FIRE,GO,RUN
LONDON,ENEMY,FIRE,GO,RUN
SECURE,ENEMY,FIRE,GO,RUN
MILLER,ENEMY,FIRE,GO,RUN
MULLER,ENEMY,FIRE,GO,RUN
LEADER,RANGE,FIRE,GO,RUN
MILNER,RANGE,FIRE,GO,RUN
SNIPER,RANGE,FIRE,GO,RUN
BOMBER,RANGE,FIRE,GO,RUN
NIGIIT,RANGE,FIRE,GO,RUN
LONDON,RANGE,FIRE,GO,RUN
SECURE,RANGE,FIRE,GO,RUN
MILLER,RANGE,FIRE,GO,RUN
MULLER,RANGE,FIRE,GO,RUN
LEADER,TROOP,FIRE,GO,RUN
MILNER,TROOP,FIRE,GO,RUN
SNIPER,TROOP,FIRE,GO,RUN
BOMBER,TROOP,FIRE,GO,RUN
NIGIIT,TROOP,FIRE,GO,RUN
LONDON,TROOP,FIRE,GO,RUN
SECURE,TROOP,FIRE,GO,RUN
MILLER,TROOP,FIRE,GO,RUN
MULLER,TROOP,FIRE,GO,RUN
LEADER,WATER,SHIP,GO,RUN
MILNER,WATER,SHIP,GO,RUN
SNIPER,WATER,SHIP,GO,RUN
BOMBER,WATER,SHIP,GO,RUN
NIGIIT,WATER,SHIP,GO,RUN
LONDON,WATER,SHIP,GO,RUN
SECURE,WATER,SHIP,GO,RUN
MILLER,WATER,SHIP,GO,RUN
MULLER,WATER,SHIP,GO,RUN
LEADER,SQUAD,SHIP,GO,RUN
MILNER,SQUAD,SHIP,GO,RUN
SNIPER,SQUAD,SHIP,GO,RUN
BOMBER,SQUAD,SHIP,GO,RUN
NIGIIT,SQUAD,SHIP,GO,RUN
LONDON,SQUAD,SHIP,GO,RUN
SECURE,SQUAD,SHIP,GO,RUN
MILLER,SQUAD,SHIP,GO,RUN
MULLER,SQUAD,SHIP,GO,RUN
LEADER,SHELL,SHIP,GO,RUN
MILNER,SHELL,SHIP,GO,RUN
SNIPER,SHELL,SHIP,GO,RUN
BOMBER,SHELL,SHIP,GO,RUN
NIGIIT,SHELL,SHIP,GO,RUN
LONDON,SHELL,SHIP,GO,RUN
SECURE,SHELL,SHIP,GO,RUN
MILLER,SHELL,SHIP,GO,RUN
MULLER,SHELL,SHIP,GO,RUN
LEADER,RIGHT,SHIP,GO,RUN
MILNER,RIGHT,SHIP,GO,RUN
SNIPER,RIGHT,SHIP,GO,RUN
BOMBER,RIGHT,SHIP,GO,RUN
NIGIIT,RIGHT,SHIP,GO,RUN
LONDON,RIGHT,SHIP,GO,RUN
SECURE,RIGHT,SHIP,GO,RUN
MILLER,RIGHT,SHIP,GO,RUN
MULLER,RIGHT,SHIP,GO,RUN
LEADER,NORTH,SHIP,GO,RUN
MILNER,NORTH,SHIP,GO,RUN
SNIPER,NORTH,SHIP,GO,RUN
BOMBER,NORTH,SHIP,GO,RUN
NIGIIT,NORTH,SHIP,GO,RUN
LONDON,NORTH,SHIP,GO,RUN
SECURE,NORTH,SHIP,GO,RUN
MILLER,NORTH,SHIP,GO,RUN
MULLER,NORTH,SHIP,GO,RUN
LEADER,SOUTH,SHIP,GO,RUN
MILNER,SOUTH,SHIP,GO,RUN
SNIPER,SOUTH,SHIP,GO,RUN
BOMBER,SOUTH,SHIP,GO,RUN
NIGIIT,SOUTH,SHIP,GO,RUN
LONDON,SOUTH,SHIP,GO,RUN
SECURE,SOUTH,SHIP,GO,RUN
MILLER,SOUTH,SHIP,GO,RUN
MULLER,SOUTH,SHIP,GO,RUN
LEADER,ENEMY,SHIP,GO,RUN
MILNER,ENEMY,SHIP,GO,RUN
SNIPER,ENEMY,SHIP,GO,RUN
BOMBER,ENEMY,SHIP,GO,RUN
NIGIIT,ENEMY,SHIP,GO,RUN
LONDON,ENEMY,SHIP,GO,RUN
SECURE,ENEMY,SHIP,GO,RUN
MILLER,ENEMY,SHIP,GO,RUN
MULLER,ENEMY,SHIP,GO,RUN
LEADER,RANGE,SHIP,GO,RUN
MILNER,RANGE,SHIP,GO,RUN
SNIPER,RANGE,SHIP,GO,RUN
BOMBER,RANGE,SHIP,GO,RUN
NIGIIT,RANGE,SHIP,GO,RUN
LONDON,RANGE,SHIP,GO,RUN
SECURE,RANGE,SHIP,GO,RUN
MILLER,RANGE,SHIP,GO,RUN
MULLER,RANGE,SHIP,GO,RUN
LEADER,TROOP,SHIP,GO,RUN
MILNER,TROOP,SHIP,GO,RUN
SNIPER,TROOP,SHIP,GO,RUN
BOMBER,TROOP,SHIP,GO,RUN
NIGIIT,TROOP,SHIP,GO,RUN
LONDON,TROOP,SHIP,GO,RUN
SECURE,TROOP,SHIP,GO,RUN
MILLER,TROOP,SHIP,GO,RUN
MULLER,TROOP,SHIP,GO,RUN
LEADER,WATER,WALK,GO,RUN
MILNER,WATER,WALK,GO,RUN
SNIPER,WATER,WALK,GO,RUN
BOMBER,WATER,WALK,GO,RUN
NIGIIT,WATER,WALK,GO,RUN
LONDON,WATER,WALK,GO,RUN
SECURE,WATER,WALK,GO,RUN
MILLER,WATER,WALK,GO,RUN
MULLER,WATER,WALK,GO,RUN
LEADER,SQUAD,WALK,GO,RUN
MILNER,SQUAD,WALK,GO,RUN
SNIPER,SQUAD,WALK,GO,RUN
BOMBER,SQUAD,WALK,GO,RUN
NIGIIT,SQUAD,WALK,GO,RUN
LONDON,SQUAD,WALK,GO,RUN
SECURE,SQUAD,WALK,GO,RUN
MILLER,SQUAD,WALK,GO,RUN
MULLER,SQUAD,WALK,GO,RUN
LEADER,SHELL,WALK,GO,RUN
MILNER,SHELL,WALK,GO,RUN
SNIPER,SHELL,WALK,GO,RUN
BOMBER,SHELL,WALK,GO,RUN
NIGIIT,SHELL,WALK,GO,RUN
LONDON,SHELL,WALK,GO,RUN
SECURE,SHELL,WALK,GO,RUN
MILLER,SHELL,WALK,GO,RUN
MULLER,SHELL,WALK,GO,RUN
LEADER,RIGHT,WALK,GO,RUN
MILNER,RIGHT,WALK,GO,RUN
SNIPER,RIGHT,WALK,GO,RUN
BOMBER,RIGHT,WALK,GO,RUN
NIGIIT,RIGHT,WALK,GO,RUN
LONDON,RIGHT,WALK,GO,RUN
SECURE,RIGHT,WALK,GO,RUN
MILLER,RIGHT,WALK,GO,RUN
MULLER,RIGHT,WALK,GO,RUN
LEADER,NORTH,WALK,GO,RUN
MILNER,NORTH,WALK,GO,RUN
SNIPER,NORTH,WALK,GO,RUN
BOMBER,NORTH,WALK,GO,RUN
NIGIIT,NORTH,WALK,GO,RUN
LONDON,NORTH,WALK,GO,RUN
SECURE,NORTH,WALK,GO,RUN
MILLER,NORTH,WALK,GO,RUN
MULLER,NORTH,WALK,GO,RUN
LEADER,SOUTH,WALK,GO,RUN
MILNER,SOUTH,WALK,GO,RUN
SNIPER,SOUTH,WALK,GO,RUN
BOMBER,SOUTH,WALK,GO,RUN
NIGIIT,SOUTH,WALK,GO,RUN
LONDON,SOUTH,WALK,GO,RUN
SECURE,SOUTH,WALK,GO,RUN
MILLER,SOUTH,WALK,GO,RUN
MULLER,SOUTH,WALK,GO,RUN
LEADER,ENEMY,WALK,GO,RUN
MILNER,ENEMY,WALK,GO,RUN
SNIPER,ENEMY,WALK,GO,RUN
BOMBER,ENEMY,WALK,GO,RUN
NIGIIT,ENEMY,WALK,GO,RUN
LONDON,ENEMY,WALK,GO,RUN
SECURE,ENEMY,WALK,GO,RUN
MILLER,ENEMY,WALK,GO,RUN
MULLER,ENEMY,WALK,GO,RUN
LEADER,RANGE,WALK,GO,RUN
MILNER,RANGE,WALK,GO,RUN
SNIPER,RANGE,WALK,GO,RUN
BOMBER,RANGE,WALK,GO,RUN
NIGIIT,RANGE,WALK,GO,RUN
LONDON,RANGE,WALK,GO,RUN
SECURE,RANGE,WALK,GO,RUN
MILLER,RANGE,WALK,GO,RUN
MULLER,RANGE,WALK,GO,RUN
LEADER,TROOP,WALK,GO,RUN
MILNER,TROOP,WALK,GO,RUN
SNIPER,TROOP,WALK,GO,RUN
BOMBER,TROOP,WALK,GO,RUN
NIGIIT,TROOP,WALK,GO,RUN
LONDON,TROOP,WALK,GO,RUN
SECURE,TROOP,WALK,GO,RUN
MILLER,TROOP,WALK,GO,RUN
MULLER,TROOP,WALK,GO,RUN
LEADER,WATER,JOHN,GO,RUN
MILNER,WATER,JOHN,GO,RUN
SNIPER,WATER,JOHN,GO,RUN
BOMBER,WATER,JOHN,GO,RUN
NIGIIT,WATER,JOHN,GO,RUN
LONDON,WATER,JOHN,GO,RUN
SECURE,WATER,JOHN,GO,RUN
MILLER,WATER,JOHN,GO,RUN
MULLER,WATER,JOHN,GO,RUN
LEADER,SQUAD,JOHN,GO,RUN
MILNER,SQUAD,JOHN,GO,RUN
SNIPER,SQUAD,JOHN,GO,RUN
BOMBER,SQUAD,JOHN,GO,RUN
NIGIIT,SQUAD,JOHN,GO,RUN
LONDON,SQUAD,JOHN,GO,RUN
SECURE,SQUAD,JOHN,GO,RUN
MILLER,SQUAD,JOHN,GO,RUN
MULLER,SQUAD,JOHN,GO,RUN
LEADER,SHELL,JOHN,GO,RUN
MILNER,SHELL,JOHN,GO,RUN
SNIPER,SHELL,JOHN,GO,RUN
BOMBER,SHELL,JOHN,GO,RUN
NIGIIT,SHELL,JOHN,GO,RUN
LONDON,SHELL,JOHN,GO,RUN
SECURE,SHELL,JOHN,GO,RUN
MILLER,SHELL,JOHN,GO,RUN
MULLER,SHELL,JOHN,GO,RUN
LEADER,RIGHT,JOHN,GO,RUN
MILNER,RIGHT,JOHN,GO,RUN
SNIPER,RIGHT,JOHN,GO,RUN
BOMBER,RIGHT,JOHN,GO,RUN
NIGIIT,RIGHT,JOHN,GO,RUN
LONDON,RIGHT,JOHN,GO,RUN
SECURE,RIGHT,JOHN,GO,RUN
MILLER,RIGHT,JOHN,GO,RUN
MULLER,RIGHT,JOHN,GO,RUN
LEADER,NORTH,JOHN,GO,RUN
MILNER,NORTH,JOHN,GO,RUN
SNIPER,NORTH,JOHN,GO,RUN
BOMBER,NORTH,JOHN,GO,RUN
NIGIIT,NORTH,JOHN,GO,RUN
LONDON,NORTH,JOHN,GO,RUN
SECURE,NORTH,JOHN,GO,RUN
MILLER,NORTH,JOHN,GO,RUN
MULLER,NORTH,JOHN,GO,RUN
LEADER,SOUTH,JOHN,GO,RUN
MILNER,SOUTH,JOHN,GO,RUN
SNIPER,SOUTH,JOHN,GO,RUN
BOMBER,SOUTH,JOHN,GO,RUN
NIGIIT,SOUTH,JOHN,GO,RUN
LONDON,SOUTH,JOHN,GO,RUN
SECURE,SOUTH,JOHN,GO,RUN
MILLER,SOUTH,JOHN,GO,RUN
MULLER,SOUTH,JOHN,GO,RUN
LEADER,ENEMY,JOHN,GO,RUN
MILNER,ENEMY,JOHN,GO,RUN
SNIPER,ENEMY,JOHN,GO,RUN
BOMBER,ENEMY,JOHN,GO,RUN
NIGIIT,ENEMY,JOHN,GO,RUN
LONDON,ENEMY,JOHN,GO,RUN
SECURE,ENEMY,JOHN,GO,RUN
MILLER,ENEMY,JOHN,GO,RUN
MULLER,ENEMY,JOHN,GO,RUN
LEADER,RANGE,JOHN,GO,RUN
MILNER,RANGE,JOHN,GO,RUN
SNIPER,RANGE,JOHN,GO,RUN
BOMBER,RANGE,JOHN,GO,RUN
NIGIIT,RANGE,JOHN,GO,RUN
LONDON,RANGE,JOHN,GO,RUN
SECURE,RANGE,JOHN,GO,RUN
MILLER,RANGE,JOHN,GO,RUN
MULLER,RANGE,JOHN,GO,RUN
LEADER,TROOP,JOHN,GO,RUN
MILNER,TROOP,JOHN,GO,RUN
SNIPER,TROOP,JOHN,GO,RUN
BOMBER,TROOP,JOHN,GO,RUN
NIGIIT,TROOP,JOHN,GO,RUN
LONDON,TROOP,JOHN,GO,RUN
SECURE,TROOP,JOHN,GO,RUN
MILLER,TROOP,JOHN,GO,RUN
MULLER,TROOP,JOHN,GO,RUN
LEADER,WATER,MOVE,GO,RUN
MILNER,WATER,MOVE,GO,RUN
SNIPER,WATER,MOVE,GO,RUN
BOMBER,WATER,MOVE,GO,RUN
NIGIIT,WATER,MOVE,GO,RUN
LONDON,WATER,MOVE,GO,RUN
SECURE,WATER,MOVE,GO,RUN
MILLER,WATER,MOVE,GO,RUN
MULLER,WATER,MOVE,GO,RUN
LEADER,SQUAD,MOVE,GO,RUN
MILNER,SQUAD,MOVE,GO,RUN
SNIPER,SQUAD,MOVE,GO,RUN
BOMBER,SQUAD,MOVE,GO,RUN
NIGIIT,SQUAD,MOVE,GO,RUN
LONDON,SQUAD,MOVE,GO,RUN
SECURE,SQUAD,MOVE,GO,RUN
MILLER,SQUAD,MOVE,GO,RUN
MULLER,SQUAD,MOVE,GO,RUN
LEADER,SHELL,MOVE,GO,RUN
MILNER,SHELL,MOVE,GO,RUN
SNIPER,SHELL,MOVE,GO,RUN
BOMBER,SHELL,MOVE,GO,RUN
NIGIIT,SHELL,MOVE,GO,RUN
LONDON,SHELL,MOVE,GO,RUN
SECURE,SHELL,MOVE,GO,RUN
MILLER,SHELL,MOVE,GO,RUN
MULLER,SHELL,MOVE,GO,RUN
LEADER,RIGHT,MOVE,GO,RUN
MILNER,RIGHT,MOVE,GO,RUN
SNIPER,RIGHT,MOVE,GO,RUN
BOMBER,RIGHT,MOVE,GO,RUN
NIGIIT,RIGHT,MOVE,GO,RUN
LONDON,RIGHT,MOVE,GO,RUN
SECURE,RIGHT,MOVE,GO,RUN
MILLER,RIGHT,MOVE,GO,RUN
MULLER,RIGHT,MOVE,GO,RUN
LEADER,NORTH,MOVE,GO,RUN
MILNER,NORTH,MOVE,GO,RUN
SNIPER,NORTH,MOVE,GO,RUN
BOMBER,NORTH,MOVE,GO,RUN
NIGIIT,NORTH,MOVE,GO,RUN
LONDON,NORTH,MOVE,GO,RUN
SECURE,NORTH,MOVE,GO,RUN
MILLER,NORTH,MOVE,GO,RUN
MULLER,NORTH,MOVE,GO,RUN
LEADER,SOUTH,MOVE,GO,RUN
MILNER,SOUTH,MOVE,GO,RUN
SNIPER,SOUTH,MOVE,GO,RUN
BOMBER,SOUTH,MOVE,GO,RUN
NIGIIT,SOUTH,MOVE,GO,RUN
LONDON,SOUTH,MOVE,GO,RUN
SECURE,SOUTH,MOVE,GO,RUN
MILLER,SOUTH,MOVE,GO,RUN
MULLER,SOUTH,MOVE,GO,RUN
LEADER,ENEMY,MOVE,GO,RUN
MILNER,ENEMY,MOVE,GO,RUN
SNIPER,ENEMY,MOVE,GO,RUN
BOMBER,ENEMY,MOVE,GO,RUN
NIGIIT,ENEMY,MOVE,GO,RUN
LONDON,ENEMY,MOVE,GO,RUN
SECURE,ENEMY,MOVE,GO,RUN
MILLER,ENEMY,MOVE,GO,RUN
MULLER,ENEMY,MOVE,GO,RUN
LEADER,RANGE,MOVE,GO,RUN
MILNER,RANGE,MOVE,GO,RUN
SNIPER,RANGE,MOVE,GO,RUN
BOMBER,RANGE,MOVE,GO,RUN
NIGIIT,RANGE,MOVE,GO,RUN
LONDON,RANGE,MOVE,GO,RUN
SECURE,RANGE,MOVE,GO,RUN
MILLER,RANGE,MOVE,GO,RUN
MULLER,RANGE,MOVE,GO,RUN
LEADER,TROOP,MOVE,GO,RUN
MILNER,TROOP,MOVE,GO,RUN
SNIPER,TROOP,MOVE,GO,RUN
BOMBER,TROOP,MOVE,GO,RUN
NIGIIT,TROOP,MOVE,GO,RUN
LONDON,TROOP,MOVE,GO,RUN
SECURE,TROOP,MOVE,GO,RUN
MILLER,TROOP,MOVE,GO,RUN
MULLER,TROOP,MOVE,GO,RUN
LEADER,WATER,CITY,GO,RUN
MILNER,WATER,CITY,GO,RUN
SNIPER,WATER,CITY,GO,RUN
BOMBER,WATER,CITY,GO,RUN
NIGIIT,WATER,CITY,GO,RUN
LONDON,WATER,CITY,GO,RUN
SECURE,WATER,CITY,GO,RUN
MILLER,WATER,CITY,GO,RUN
MULLER,WATER,CITY,GO,RUN
LEADER,SQUAD,CITY,GO,RUN
MILNER,SQUAD,CITY,GO,RUN
SNIPER,SQUAD,CITY,GO,RUN
BOMBER,SQUAD,CITY,GO,RUN
NIGIIT,SQUAD,CITY,GO,RUN
LONDON,SQUAD,CITY,GO,RUN
SECURE,SQUAD,CITY,GO,RUN
MILLER,SQUAD,CITY,GO,RUN
MULLER,SQUAD,CITY,GO,RUN
LEADER,SHELL,CITY,GO,RUN
MILNER,SHELL,CITY,GO,RUN
SNIPER,SHELL,CITY,GO,RUN
BOMBER,SHELL,CITY,GO,RUN
NIGIIT,SHELL,CITY,GO,RUN
LONDON,SHELL,CITY,GO,RUN
SECURE,SHELL,CITY,GO,RUN
MILLER,SHELL,CITY,GO,RUN
MULLER,SHELL,CITY,GO,RUN
LEADER,RIGHT,CITY,GO,RUN
MILNER,RIGHT,CITY,GO,RUN
SNIPER,RIGHT,CITY,GO,RUN
BOMBER,RIGHT,CITY,GO,RUN
NIGIIT,RIGHT,CITY,GO,RUN
LONDON,RIGHT,CITY,GO,RUN
SECURE,RIGHT,CITY,GO,RUN
MILLER,RIGHT,CITY,GO,RUN
MULLER,RIGHT,CITY,GO,RUN
LEADER,NORTH,CITY,GO,RUN
MILNER,NORTH,CITY,GO,RUN
SNIPER,NORTH,CITY,GO,RUN
BOMBER,NORTH,CITY,GO,RUN
NIGIIT,NORTH,CITY,GO,RUN
LONDON,NORTH,CITY,GO,RUN
SECURE,NORTH,CITY,GO,RUN
MILLER,NORTH,CITY,GO,RUN
MULLER,NORTH,CITY,GO,RUN
LEADER,SOUTH,CITY,GO,RUN
MILNER,SOUTH,CITY,GO,RUN
SNIPER,SOUTH,CITY,GO,RUN
BOMBER,SOUTH,CITY,GO,RUN
NIGIIT,SOUTH,CITY,GO,RUN
LONDON,SOUTH,CITY,GO,RUN
SECURE,SOUTH,CITY,GO,RUN
MILLER,SOUTH,CITY,GO,RUN
MULLER,SOUTH,CITY,GO,RUN
LEADER,ENEMY,CITY,GO,RUN
MILNER,ENEMY,CITY,GO,RUN
SNIPER,ENEMY,CITY,GO,RUN
BOMBER,ENEMY,CITY,GO,RUN
NIGIIT,ENEMY,CITY,GO,RUN
LONDON,ENEMY,CITY,GO,RUN
