CITADEL,ACID,AREA,RUN
FIGHTER,ACID,AREA,RUN
MORNING,ACID,AREA,RUN
EVENING,ACID,AREA,RUN
COMMAND,ACID,AREA,RUN
TORPEDO,AREA,AREA,RUN
GENERAL,AREA,AREA,RUN
CAPTAIN,AREA,AREA,RUN
BARRAGE,AREA,AREA,RUN
CITADEL,AREA,AREA,RUN
FIGHTER,AREA,AREA,RUN
MORNING,AREA,AREA,RUN
EVENING,AREA,AREA,RUN
COMMAND,AREA,AREA,RUN
TORPEDO,FIRE,AREA,RUN
GENERAL,FIRE,AREA,RUN
CAPTAIN,FIRE,AREA,RUN
BARRAGE,FIRE,AREA,RUN
CITADEL,FIRE,AREA,RUN
FIGHTER,FIRE,AREA,RUN
MORNING,FIRE,AREA,RUN
EVENING,FIRE,AREA,RUN
COMMAND,FIRE,AREA,RUN
TORPEDO,SHIP,AREA,RUN
GENERAL,SHIP,AREA,RUN
CAPTAIN,SHIP,AREA,RUN
BARRAGE,SHIP,AREA,RUN
CITADEL,SHIP,AREA,RUN
FIGHTER,SHIP,AREA,RUN
MORNING,SHIP,AREA,RUN
EVENING,SHIP,AREA,RUN
COMMAND,SHIP,AREA,RUN
TORPEDO,WALK,AREA,RUN
GENERAL,WALK,AREA,RUN
CAPTAIN,WALK,AREA,RUN
BARRAGE,WALK,AREA,RUN
CITADEL,WALK,AREA,RUN
FIGHTER,WALK,AREA,RUN
MORNING,WALK,AREA,RUN
EVENING,WALK,AREA,RUN
COMMAND,WALK,AREA,RUN
TORPEDO,JOHN,AREA,RUN
GENERAL,JOHN,AREA,RUN
CAPTAIN,JOHN,AREA,RUN
BARRAGE,JOHN,AREA,RUN
CITADEL,JOHN,AREA,RUN
FIGHTER,JOHN,AREA,RUN
MORNING,JOHN,AREA,RUN
EVENING,JOHN,AREA,RUN
COMMAND,JOHN,AREA,RUN
TORPEDO,MOVE,AREA,RUN
GENERAL,MOVE,AREA,RUN
CAPTAIN,MOVE,AREA,RUN
BARRAGE,MOVE,AREA,RUN
CITADEL,MOVE,AREA,RUN
FIGHTER,MOVE,AREA,RUN
MORNING,MOVE,AREA,RUN
EVENING,MOVE,AREA,RUN
COMMAND,MOVE,AREA,RUN
TORPEDO,CITY,AREA,RUN
GENERAL,CITY,AREA,RUN
CAPTAIN,CITY,AREA,RUN
BARRAGE,CITY,AREA,RUN
CITADEL,CITY,AREA,RUN
FIGHTER,CITY,AREA,RUN
MORNING,CITY,AREA,RUN
EVENING,CITY,AREA,RUN
COMMAND,CITY,AREA,RUN
TORPEDO,JACK,AREA,RUN
GENERAL,JACK,AREA,RUN
CAPTAIN,JACK,AREA,RUN
BARRAGE,JACK,AREA,RUN
CITADEL,JACK,AREA,RUN
FIGHTER,JACK,AREA,RUN
MORNING,JACK,AREA,RUN
EVENING,JACK,AREA,RUN
COMMAND,JACK,AREA,RUN
TORPEDO,FROM,AREA,RUN
GENERAL,FROM,AREA,RUN
CAPTAIN,FROM,AREA,RUN
BARRAGE,FROM,AREA,RUN
CITADEL,FROM,AREA,RUN
FIGHTER,FROM,AREA,RUN
MORNING,FROM,AREA,RUN
EVENING,FROM,AREA,RUN
COMMAND,FROM,AREA,RUN
TORPEDO,WILL,AREA,RUN
GENERAL,WILL,AREA,RUN
CAPTAIN,WILL,AREA,RUN
BARRAGE,WILL,AREA,RUN
CITADEL,WILL,AREA,RUN
FIGHTER,WILL,AREA,RUN
MORNING,WILL,AREA,RUN
EVENING,WILL,AREA,RUN
COMMAND,WILL,AREA,RUN
TORPEDO,LEFT,AREA,RUN
GENERAL,LEFT,AREA,RUN
CAPTAIN,LEFT,AREA,RUN
BARRAGE,LEFT,AREA,RUN
CITADEL,LEFT,AREA,RUN
FIGHTER,LEFT,AREA,RUN
MORNING,LEFT,AREA,RUN
EVENING,LEFT,AREA,RUN
COMMAND,LEFT,AREA,RUN
TORPEDO,EAST,AREA,RUN
GENERAL,EAST,AREA,RUN
CAPTAIN,EAST,AREA,RUN
BARRAGE,EAST,AREA,RUN
CITADEL,EAST,AREA,RUN
FIGHTER,EAST,AREA,RUN
MORNING,EAST,AREA,RUN
EVENING,EAST,AREA,RUN
COMMAND,EAST,AREA,RUN
TORPEDO,WEST,AREA,RUN
GENERAL,WEST,AREA,RUN
CAPTAIN,WEST,AREA,RUN
BARRAGE,WEST,AREA,RUN
CITADEL,WEST,AREA,RUN
FIGHTER,WEST,AREA,RUN
MORNING,WEST,AREA,RUN
EVENING,WEST,AREA,RUN
COMMAND,WEST,AREA,RUN
TORPEDO,TANK,AREA,RUN
GENERAL,TANK,AREA,RUN
CAPTAIN,TANK,AREA,RUN
BARRAGE,TANK,AREA,RUN
CITADEL,TANK,AREA,RUN
FIGHTER,TANK,AREA,RUN
MORNING,TANK,AREA,RUN
EVENING,TANK,AREA,RUN
COMMAND,TANK,AREA,RUN
TORPEDO,ACID,FIRE,RUN
GENERAL,ACID,FIRE,RUN
CAPTAIN,ACID,FIRE,RUN
BARRAGE,ACID,FIRE,RUN
CITADEL,ACID,FIRE,RUN
FIGHTER,ACID,FIRE,RUN
MORNING,ACID,FIRE,RUN
EVENING,ACID,FIRE,RUN
COMMAND,ACID,FIRE,RUN
TORPEDO,AREA,FIRE,RUN
GENERAL,AREA,FIRE,RUN
CAPTAIN,AREA,FIRE,RUN
BARRAGE,AREA,FIRE,RUN
CITADEL,AREA,FIRE,RUN
FIGHTER,AREA,FIRE,RUN
MORNING,AREA,FIRE,RUN
EVENING,AREA,FIRE,RUN
COMMAND,AREA,FIRE,RUN
TORPEDO,FIRE,FIRE,RUN
GENERAL,FIRE,FIRE,RUN
CAPTAIN,FIRE,FIRE,RUN
BARRAGE,FIRE,FIRE,RUN
CITADEL,FIRE,FIRE,RUN
FIGHTER,FIRE,FIRE,RUN
MORNING,FIRE,FIRE,RUN
EVENING,FIRE,FIRE,RUN
COMMAND,FIRE,FIRE,RUN
TORPEDO,SHIP,FIRE,RUN
GENERAL,SHIP,FIRE,RUN
CAPTAIN,SHIP,FIRE,RUN
BARRAGE,SHIP,FIRE,RUN
CITADEL,SHIP,FIRE,RUN
FIGHTER,SHIP,FIRE,RUN
MORNING,SHIP,FIRE,RUN
EVENING,SHIP,FIRE,RUN
COMMAND,SHIP,FIRE,RUN
TORPEDO,WALK,FIRE,RUN
GENERAL,WALK,FIRE,RUN
CAPTAIN,WALK,FIRE,RUN
BARRAGE,WALK,FIRE,RUN
CITADEL,WALK,FIRE,RUN
FIGHTER,WALK,FIRE,RUN
MORNING,WALK,FIRE,RUN
EVENING,WALK,FIRE,RUN
COMMAND,WALK,FIRE,RUN
TORPEDO,JOHN,FIRE,RUN
GENERAL,JOHN,FIRE,RUN
CAPTAIN,JOHN,FIRE,RUN
BARRAGE,JOHN,FIRE,RUN
CITADEL,JOHN,FIRE,RUN
FIGHTER,JOHN,FIRE,RUN
MORNING,JOHN,FIRE,RUN
EVENING,JOHN,FIRE,RUN
COMMAND,JOHN,FIRE,RUN
TORPEDO,MOVE,FIRE,RUN
GENERAL,MOVE,FIRE,RUN
CAPTAIN,MOVE,FIRE,RUN
BARRAGE,MOVE,FIRE,RUN
CITADEL,MOVE,FIRE,RUN
FIGHTER,MOVE,FIRE,RUN
MORNING,MOVE,FIRE,RUN
EVENING,MOVE,FIRE,RUN
COMMAND,MOVE,FIRE,RUN
TORPEDO,CITY,FIRE,RUN
GENERAL,CITY,FIRE,RUN
CAPTAIN,CITY,FIRE,RUN
BARRAGE,CITY,FIRE,RUN
CITADEL,CITY,FIRE,RUN
FIGHTER,CITY,FIRE,RUN
MORNING,CITY,FIRE,RUN
EVENING,CITY,FIRE,RUN
COMMAND,CITY,FIRE,RUN
TORPEDO,JACK,FIRE,RUN
GENERAL,JACK,FIRE,RUN
CAPTAIN,JACK,FIRE,RUN
BARRAGE,JACK,FIRE,RUN
CITADEL,JACK,FIRE,RUN
FIGHTER,JACK,FIRE,RUN
MORNING,JACK,FIRE,RUN
EVENING,JACK,FIRE,RUN
COMMAND,JACK,FIRE,RUN
TORPEDO,FROM,FIRE,RUN
GENERAL,FROM,FIRE,RUN
CAPTAIN,FROM,FIRE,RUN
BARRAGE,FROM,FIRE,RUN
CITADEL,FROM,FIRE,RUN
FIGHTER,FROM,FIRE,RUN
MORNING,FROM,FIRE,RUN
EVENING,FROM,FIRE,RUN
COMMAND,FROM,FIRE,RUN
TORPEDO,WILL,FIRE,RUN
GENERAL,WILL,FIRE,RUN
CAPTAIN,WILL,FIRE,RUN
BARRAGE,WILL,FIRE,RUN
CITADEL,WILL,FIRE,RUN
FIGHTER,WILL,FIRE,RUN
MORNING,WILL,FIRE,RUN
EVENING,WILL,FIRE,RUN
COMMAND,WILL,FIRE,RUN
TORPEDO,LEFT,FIRE,RUN
GENERAL,LEFT,FIRE,RUN
CAPTAIN,LEFT,FIRE,RUN
BARRAGE,LEFT,FIRE,RUN
CITADEL,LEFT,FIRE,RUN
FIGHTER,LEFT,FIRE,RUN
MORNING,LEFT,FIRE,RUN
EVENING,LEFT,FIRE,RUN
COMMAND,LEFT,FIRE,RUN
TORPEDO,EAST,FIRE,RUN
GENERAL,EAST,FIRE,RUN
CAPTAIN,EAST,FIRE,RUN
BARRAGE,EAST,FIRE,RUN
CITADEL,EAST,FIRE,RUN
FIGHTER,EAST,FIRE,RUN
MORNING,EAST,FIRE,RUN
EVENING,EAST,FIRE,RUN
COMMAND,EAST,FIRE,RUN
TORPEDO,WEST,FIRE,RUN
GENERAL,WEST,FIRE,RUN
CAPTAIN,WEST,FIRE,RUN
BARRAGE,WEST,FIRE,RUN
CITADEL,WEST,FIRE,RUN
FIGHTER,WEST,FIRE,RUN
MORNING,WEST,FIRE,RUN
EVENING,WEST,FIRE,RUN
COMMAND,WEST,FIRE,RUN
TORPEDO,TANK,FIRE,RUN
GENERAL,TANK,FIRE,RUN
CAPTAIN,TANK,FIRE,RUN
BARRAGE,TANK,FIRE,RUN
CITADEL,TANK,FIRE,RUN
FIGHTER,TANK,FIRE,RUN
MORNING,TANK,FIRE,RUN
EVENING,TANK,FIRE,RUN
COMMAND,TANK,FIRE,RUN
TORPEDO,ACID,SHIP,RUN
GENERAL,ACID,SHIP,RUN
CAPTAIN,ACID,SHIP,RUN
BARRAGE,ACID,SHIP,RUN
CITADEL,ACID,SHIP,RUN
FIGHTER,ACID,SHIP,RUN
MORNING,ACID,SHIP,RUN
EVENING,ACID,SHIP,RUN
COMMAND,ACID,SHIP,RUN
TORPEDO,AREA,SHIP,RUN
GENERAL,AREA,SHIP,RUN
CAPTAIN,AREA,SHIP,RUN
BARRAGE,AREA,SHIP,RUN
CITADEL,AREA,SHIP,RUN
FIGHTER,AREA,SHIP,RUN
MORNING,AREA,SHIP,RUN
EVENING,AREA,SHIP,RUN
COMMAND,AREA,SHIP,RUN
TORPEDO,FIRE,SHIP,RUN
GENERAL,FIRE,SHIP,RUN
CAPTAIN,FIRE,SHIP,RUN
BARRAGE,FIRE,SHIP,RUN
CITADEL,FIRE,SHIP,RUN
FIGHTER,FIRE,SHIP,RUN
MORNING,FIRE,SHIP,RUN
EVENING,FIRE,SHIP,RUN
COMMAND,FIRE,SHIP,RUN
TORPEDO,SHIP,SHIP,RUN
GENERAL,SHIP,SHIP,RUN
CAPTAIN,SHIP,SHIP,RUN
BARRAGE,SHIP,SHIP,RUN
CITADEL,SHIP,SHIP,RUN
FIGHTER,SHIP,SHIP,RUN
MORNING,SHIP,SHIP,RUN
EVENING,SHIP,SHIP,RUN
COMMAND,SHIP,SHIP,RUN
TORPEDO,WALK,SHIP,RUN
GENERAL,WALK,SHIP,RUN
CAPTAIN,WALK,SHIP,RUN
BARRAGE,WALK,SHIP,RUN
CITADEL,WALK,SHIP,RUN
FIGHTER,WALK,SHIP,RUN
MORNING,WALK,SHIP,RUN
EVENING,WALK,SHIP,RUN
COMMAND,WALK,SHIP,RUN
TORPEDO,JOHN,SHIP,RUN
GENERAL,JOHN,SHIP,RUN
CAPTAIN,JOHN,SHIP,RUN
BARRAGE,JOHN,SHIP,RUN
CITADEL,JOHN,SHIP,RUN
FIGHTER,JOHN,SHIP,RUN
MORNING,JOHN,SHIP,RUN
EVENING,JOHN,SHIP,RUN
COMMAND,JOHN,SHIP,RUN
TORPEDO,MOVE,SHIP,RUN
GENERAL,MOVE,SHIP,RUN
CAPTAIN,MOVE,SHIP,RUN
BARRAGE,MOVE,SHIP,RUN
CITADEL,MOVE,SHIP,RUN
FIGHTER,MOVE,SHIP,RUN
MORNING,MOVE,SHIP,RUN
EVENING,MOVE,SHIP,RUN
COMMAND,MOVE,SHIP,RUN
TORPEDO,CITY,SHIP,RUN
GENERAL,CITY,SHIP,RUN
CAPTAIN,CITY,SHIP,RUN
BARRAGE,CITY,SHIP,RUN
CITADEL,CITY,SHIP,RUN
FIGHTER,CITY,SHIP,RUN
MORNING,CITY,SHIP,RUN
EVENING,CITY,SHIP,RUN
COMMAND,CITY,SHIP,RUN
TORPEDO,JACK,SHIP,RUN
GENERAL,JACK,SHIP,RUN
CAPTAIN,JACK,SHIP,RUN
BARRAGE,JACK,SHIP,RUN
CITADEL,JACK,SHIP,RUN
FIGHTER,JACK,SHIP,RUN
MORNING,JACK,SHIP,RUN
EVENING,JACK,SHIP,RUN
COMMAND,JACK,SHIP,RUN
TORPEDO,FROM,SHIP,RUN
GENERAL,FROM,SHIP,RUN
CAPTAIN,FROM,SHIP,RUN
BARRAGE,FROM,SHIP,RUN
CITADEL,FROM,SHIP,RUN
FIGHTER,FROM,SHIP,RUN
MORNING,FROM,SHIP,RUN
EVENING,FROM,SHIP,RUN
COMMAND,FROM,SHIP,RUN
TORPEDO,WILL,SHIP,RUN
GENERAL,WILL,SHIP,RUN
CAPTAIN,WILL,SHIP,RUN
BARRAGE,WILL,SHIP,RUN
CITADEL,WILL,SHIP,RUN
FIGHTER,WILL,SHIP,RUN
MORNING,WILL,SHIP,RUN
EVENING,WILL,SHIP,RUN
COMMAND,WILL,SHIP,RUN
TORPEDO,LEFT,SHIP,RUN
GENERAL,LEFT,SHIP,RUN
CAPTAIN,LEFT,SHIP,RUN
BARRAGE,LEFT,SHIP,RUN
CITADEL,LEFT,SHIP,RUN
FIGHTER,LEFT,SHIP,RUN
MORNING,LEFT,SHIP,RUN
EVENING,LEFT,SHIP,RUN
COMMAND,LEFT,SHIP,RUN
TORPEDO,EAST,SHIP,RUN
GENERAL,EAST,SHIP,RUN
CAPTAIN,EAST,SHIP,RUN
BARRAGE,EAST,SHIP,RUN
CITADEL,EAST,SHIP,RUN
FIGHTER,EAST,SHIP,RUN
MORNING,EAST,SHIP,RUN
EVENING,EAST,SHIP,RUN
COMMAND,EAST,SHIP,RUN
TORPEDO,WEST,SHIP,RUN
GENERAL,WEST,SHIP,RUN
CAPTAIN,WEST,SHIP,RUN
BARRAGE,WEST,SHIP,RUN
CITADEL,WEST,SHIP,RUN
FIGHTER,WEST,SHIP,RUN
MORNING,WEST,SHIP,RUN
EVENING,WEST,SHIP,RUN
COMMAND,WEST,SHIP,RUN
TORPEDO,TANK,SHIP,RUN
GENERAL,TANK,SHIP,RUN
CAPTAIN,TANK,SHIP,RUN
BARRAGE,TANK,SHIP,RUN
CITADEL,TANK,SHIP,RUN
FIGHTER,TANK,SHIP,RUN
MORNING,TANK,SHIP,RUN
EVENING,TANK,SHIP,RUN
COMMAND,TANK,SHIP,RUN
TORPEDO,ACID,WALK,RUN
GENERAL,ACID,WALK,RUN
CAPTAIN,ACID,WALK,RUN
BARRAGE,ACID,WALK,RUN
CITADEL,ACID,WALK,RUN
FIGHTER,ACID,WALK,RUN
MORNING,ACID,WALK,RUN
EVENING,ACID,WALK,RUN
COMMAND,ACID,WALK,RUN
TORPEDO,AREA,WALK,RUN
GENERAL,AREA,WALK,RUN
CAPTAIN,AREA,WALK,RUN
BARRAGE,AREA,WALK,RUN
CITADEL,AREA,WALK,RUN
FIGHTER,AREA,WALK,RUN
MORNING,AREA,WALK,RUN
EVENING,AREA,WALK,RUN
COMMAND,AREA,WALK,RUN
TORPEDO,FIRE,WALK,RUN
GENERAL,FIRE,WALK,RUN
CAPTAIN,FIRE,WALK,RUN
BARRAGE,FIRE,WALK,RUN
CITADEL,FIRE,WALK,RUN
FIGHTER,FIRE,WALK,RUN
MORNING,FIRE,WALK,RUN
EVENING,FIRE,WALK,RUN
COMMAND,FIRE,WALK,RUN
TORPEDO,SHIP,WALK,RUN
GENERAL,SHIP,WALK,RUN
CAPTAIN,SHIP,WALK,RUN
BARRAGE,SHIP,WALK,RUN
CITADEL,SHIP,WALK,RUN
FIGHTER,SHIP,WALK,RUN
MORNING,SHIP,WALK,RUN
EVENING,SHIP,WALK,RUN
COMMAND,SHIP,WALK,RUN
TORPEDO,WALK,WALK,RUN
GENERAL,WALK,WALK,RUN
CAPTAIN,WALK,WALK,RUN
BARRAGE,WALK,WALK,RUN
CITADEL,WALK,WALK,RUN
FIGHTER,WALK,WALK,RUN
MORNING,WALK,WALK,RUN
EVENING,WALK,WALK,RUN
COMMAND,WALK,WALK,RUN
TORPEDO,JOHN,WALK,RUN
GENERAL,JOHN,WALK,RUN
CAPTAIN,JOHN,WALK,RUN
BARRAGE,JOHN,WALK,RUN
CITADEL,JOHN,WALK,RUN
FIGHTER,JOHN,WALK,RUN
MORNING,JOHN,WALK,RUN
EVENING,JOHN,WALK,RUN
COMMAND,JOHN,WALK,RUN
TORPEDO,MOVE,WALK,RUN
GENERAL,MOVE,WALK,RUN
CAPTAIN,MOVE,WALK,RUN
BARRAGE,MOVE,WALK,RUN
CITADEL,MOVE,WALK,RUN
FIGHTER,MOVE,WALK,RUN
MORNING,MOVE,WALK,RUN
EVENING,MOVE,WALK,RUN
COMMAND,MOVE,WALK,RUN
TORPEDO,CITY,WALK,RUN
GENERAL,CITY,WALK,RUN
CAPTAIN,CITY,WALK,RUN
BARRAGE,CITY,WALK,RUN
CITADEL,CITY,WALK,RUN
FIGHTER,CITY,WALK,RUN
MORNING,CITY,WALK,RUN
EVENING,CITY,WALK,RUN
COMMAND,CITY,WALK,RUN
TORPEDO,JACK,WALK,RUN
GENERAL,JACK,WALK,RUN
CAPTAIN,JACK,WALK,RUN
BARRAGE,JACK,WALK,RUN
CITADEL,JACK,WALK,RUN
FIGHTER,JACK,WALK,RUN
MORNING,JACK,WALK,RUN
EVENING,JACK,WALK,RUN
COMMAND,JACK,WALK,RUN
TORPEDO,FROM,WALK,RUN
GENERAL,FROM,WALK,RUN
CAPTAIN,FROM,WALK,RUN
BARRAGE,FROM,WALK,RUN
CITADEL,FROM,WALK,RUN
FIGHTER,FROM,WALK,RUN
MORNING,FROM,WALK,RUN
EVENING,FROM,WALK,RUN
COMMAND,FROM,WALK,RUN
TORPEDO,WILL,WALK,RUN
GENERAL,WILL,WALK,RUN
CAPTAIN,WILL,WALK,RUN
BARRAGE,WILL,WALK,RUN
CITADEL,WILL,WALK,RUN
FIGHTER,WILL,WALK,RUN
MORNING,WILL,WALK,RUN
EVENING,WILL,WALK,RUN
COMMAND,WILL,WALK,RUN
TORPEDO,LEFT,WALK,RUN
GENERAL,LEFT,WALK,RUN
CAPTAIN,LEFT,WALK,RUN
BARRAGE,LEFT,WALK,RUN
CITADEL,LEFT,WALK,RUN
FIGHTER,LEFT,WALK,RUN
MORNING,LEFT,WALK,RUN
EVENING,LEFT,WALK,RUN
COMMAND,LEFT,WALK,RUN
TORPEDO,EAST,WALK,RUN
GENERAL,EAST,WALK,RUN
CAPTAIN,EAST,WALK,RUN
BARRAGE,EAST,WALK,RUN
CITADEL,EAST,WALK,RUN
FIGHTER,EAST,WALK,RUN
MORNING,EAST,WALK,RUN
EVENING,EAST,WALK,RUN
COMMAND,EAST,WALK,RUN
TORPEDO,WEST,WALK,RUN
GENERAL,WEST,WALK,RUN
CAPTAIN,WEST,WALK,RUN
BARRAGE,WEST,WALK,RUN
CITADEL,WEST,WALK,RUN
FIGHTER,WEST,WALK,RUN
MORNING,WEST,WALK,RUN
EVENING,WEST,WALK,RUN
COMMAND,WEST,WALK,RUN
TORPEDO,TANK,WALK,RUN
GENERAL,TANK,WALK,RUN
CAPTAIN,TANK,WALK,RUN
BARRAGE,TANK,WALK,RUN
CITADEL,TANK,WALK,RUN
FIGHTER,TANK,WALK,RUN
MORNING,TANK,WALK,RUN
EVENING,TANK,WALK,RUN
COMMAND,TANK,WALK,RUN
TORPEDO,ACID,JOHN,RUN
GENERAL,ACID,JOHN,RUN
CAPTAIN,ACID,JOHN,RUN
BARRAGE,ACID,JOHN,RUN
CITADEL,ACID,JOHN,RUN
FIGHTER,ACID,JOHN,RUN
MORNING,ACID,JOHN,RUN
EVENING,ACID,JOHN,RUN
COMMAND,ACID,JOHN,RUN
TORPEDO,AREA,JOHN,RUN
GENERAL,AREA,JOHN,RUN
CAPTAIN,AREA,JOHN,RUN
BARRAGE,AREA,JOHN,RUN
CITADEL,AREA,JOHN,RUN
FIGHTER,AREA,JOHN,RUN
MORNING,AREA,JOHN,RUN
EVENING,AREA,JOHN,RUN
COMMAND,AREA,JOHN,RUN
TORPEDO,FIRE,JOHN,RUN
GENERAL,FIRE,JOHN,RUN
CAPTAIN,FIRE,JOHN,RUN
BARRAGE,FIRE,JOHN,RUN
CITADEL,FIRE,JOHN,RUN
FIGHTER,FIRE,JOHN,RUN
MORNING,FIRE,JOHN,RUN
EVENING,FIRE,JOHN,RUN
COMMAND,FIRE,JOHN,RUN
TORPEDO,SHIP,JOHN,RUN
GENERAL,SHIP,JOHN,RUN
CAPTAIN,SHIP,JOHN,RUN
BARRAGE,SHIP,JOHN,RUN
CITADEL,SHIP,JOHN,RUN
FIGHTER,SHIP,JOHN,RUN
MORNING,SHIP,JOHN,RUN
EVENING,SHIP,JOHN,RUN
COMMAND,SHIP,JOHN,RUN
TORPEDO,WALK,JOHN,RUN
GENERAL,WALK,JOHN,RUN
CAPTAIN,WALK,JOHN,RUN
BARRAGE,WALK,JOHN,RUN
CITADEL,WALK,JOHN,RUN
FIGHTER,WALK,JOHN,RUN
MORNING,WALK,JOHN,RUN
EVENING,WALK,JOHN,RUN
COMMAND,WALK,JOHN,RUN
TORPEDO,JOHN,JOHN,RUN
GENERAL,JOHN,JOHN,RUN
CAPTAIN,JOHN,JOHN,RUN
BARRAGE,JOHN,JOHN,RUN
CITADEL,JOHN,JOHN,RUN
FIGHTER,JOHN,JOHN,RUN
MORNING,JOHN,JOHN,RUN
EVENING,JOHN,JOHN,RUN
COMMAND,JOHN,JOHN,RUN
TORPEDO,MOVE,JOHN,RUN
GENERAL,MOVE,JOHN,RUN
